"","Response","Predictor","Estimate","Std.Error","DF","Crit.Value","P.Value","Std.Estimate","","date_2"
"4735","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0167,0.0203,1050,0.8251,0.4095,0.0206,"",2020-08-09
"4736","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4976,0.0229,1050,21.7715,0,0.4991,"***",2020-08-09
"4737","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8926,0.0817,21,10.9226,0,0.3717,"***",2020-08-09
"4738","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.9548,2.2304,21,1.7732,0.0907,0.0536,"",2020-08-09
"4739","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9144,1.1582,21,2.5164,0.0201,0.0763,"*",2020-08-09
"4740","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3281,0.0176,1050,-18.6193,0,-0.2608,"***",2020-08-09
"4741","log.new_cases.per1M","(Intercept)",-1.7652,2.5272,1066,-0.6985,0.485,0,"",2020-08-10
"4742","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0436,0.0445,1066,-0.9794,0.3276,-0.0417,"",2020-08-10
"4743","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1578,0.0548,1066,-2.8823,0.004,-0.1623,"**",2020-08-10
"4744","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3698,0.0426,1066,8.6888,0,0.2161,"***",2020-08-10
"4745","log.new_cases.per1M","l1.log.new_cases.per1M",0.7828,0.0182,1066,43.0664,0,0.7824,"***",2020-08-10
"4746","log.new_cases.per1M","weekend",-0.0767,0.0319,1066,-2.4041,0.0164,-0.0352,"*",2020-08-10
"4747","log.new_cases.per1M","rwi",0.0759,0.3649,5,0.208,0.8434,0.0184,"",2020-08-10
"4748","log.new_cases.per1M","X65p_pct",4.6651,8.64,5,0.5399,0.6124,0.0369,"",2020-08-10
"4749","log.new_cases.per1M","M_pct",0.1831,4.7821,5,0.0383,0.9709,0.0028,"",2020-08-10
"4750","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.3618,3.6063,1050,-2.0414,0.0415,0,"*",2020-08-10
"4751","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1544,0.0228,1050,6.7733,0,0.0841,"***",2020-08-10
"4752","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4371,0.0288,1050,15.156,0,0.4371,"***",2020-08-10
"4753","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7912,0.4076,21,-1.941,0.0658,-0.2007,"",2020-08-10
"4754","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-16.926,12.6112,21,-1.3421,0.1939,-0.1399,"",2020-08-10
"4755","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.2624,6.6729,21,3.1864,0.0044,0.3392,"**",2020-08-10
"4756","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0847,0.0181,1050,-4.6709,0,-0.0407,"***",2020-08-10
"4757","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8783,1.3676,1050,4.2981,0,0,"***",2020-08-10
"4758","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0342,0.0194,1050,1.7618,0.0784,0.0221,"",2020-08-10
"4759","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4434,0.028,1050,15.8217,0,0.4434,"***",2020-08-10
"4760","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3611,0.1922,21,12.2864,0,0.5577,"***",2020-08-10
"4761","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.2032,4.6869,21,-0.0433,0.9658,-0.0016,"",2020-08-10
"4762","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4105,2.4778,21,-2.9908,0.007,-0.1101,"**",2020-08-10
"4763","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0695,0.0167,1050,-4.1638,0,-0.0313,"***",2020-08-10
"4764","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.4042,0.6478,1050,3.7113,2e-04,0,"***",2020-08-10
"4765","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0174,0.0202,1050,0.8603,0.3898,0.0211,"",2020-08-10
"4766","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4942,0.023,1050,21.5163,0,0.4931,"***",2020-08-10
"4767","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8981,0.0824,21,10.9033,0,0.3732,"***",2020-08-10
"4768","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.9815,2.2495,21,1.7699,0.0913,0.0539,"",2020-08-10
"4769","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9369,1.1685,21,2.5135,0.0202,0.0767,"*",2020-08-10
"4770","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3379,0.0175,1050,-19.3065,0,-0.268,"***",2020-08-10
"4771","log.new_cases.per1M","(Intercept)",-1.754,2.4364,1066,-0.7199,0.4717,0,"",2020-08-11
"4772","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.036,0.0444,1066,-0.8111,0.4175,-0.0344,"",2020-08-11
"4773","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1513,0.0547,1066,-2.7666,0.0058,-0.1554,"**",2020-08-11
"4774","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3668,0.0427,1066,8.5959,0,0.2139,"***",2020-08-11
"4775","log.new_cases.per1M","l1.log.new_cases.per1M",0.788,0.0182,1066,43.2038,0,0.7865,"***",2020-08-11
"4776","log.new_cases.per1M","weekend",-0.0846,0.0321,1066,-2.64,0.0084,-0.0388,"**",2020-08-11
"4777","log.new_cases.per1M","rwi",0.059,0.3567,5,0.1655,0.875,0.0143,"",2020-08-11
"4778","log.new_cases.per1M","X65p_pct",4.6937,8.3141,5,0.5645,0.5968,0.0371,"",2020-08-11
"4779","log.new_cases.per1M","M_pct",0.0594,4.619,5,0.0129,0.9902,9e-04,"",2020-08-11
"4780","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.4614,3.6563,1050,-2.0407,0.0415,0,"*",2020-08-11
"4781","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1416,0.023,1050,6.1424,0,0.0746,"***",2020-08-11
"4782","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4293,0.0288,1050,14.9184,0,0.43,"***",2020-08-11
"4783","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.791,0.4132,21,-1.9141,0.0693,-0.2011,"",2020-08-11
"4784","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.4235,12.7868,21,-1.3626,0.1874,-0.1443,"",2020-08-11
"4785","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.6768,6.7643,21,3.2046,0.0043,0.3465,"**",2020-08-11
"4786","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0792,0.0182,1050,-4.362,0,-0.0384,"***",2020-08-11
"4787","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8598,1.3529,1050,4.3311,0,0,"***",2020-08-11
"4788","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0361,0.0195,1050,1.8505,0.0645,0.0228,"",2020-08-11
"4789","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4478,0.028,1050,15.9668,0,0.4476,"***",2020-08-11
"4790","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3436,0.1909,21,12.2776,0,0.5533,"***",2020-08-11
"4791","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.2214,4.6339,21,-0.0478,0.9623,-0.0017,"",2020-08-11
"4792","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4216,2.4502,21,-3.0289,0.0064,-0.1102,"**",2020-08-11
"4793","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.07,0.0166,1050,-4.228,0,-0.0316,"***",2020-08-11
"4794","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3951,0.6489,1050,3.6911,2e-04,0,"***",2020-08-11
"4795","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.018,0.0203,1050,0.8886,0.3744,0.0215,"",2020-08-11
"4796","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4931,0.0228,1050,21.6237,0,0.4931,"***",2020-08-11
"4797","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8983,0.0823,21,10.9094,0,0.3732,"***",2020-08-11
"4798","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.9791,2.2535,21,1.7658,0.092,0.0539,"",2020-08-11
"4799","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9699,1.1705,21,2.5374,0.0192,0.0776,"*",2020-08-11
"4800","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3371,0.0176,1050,-19.1739,0,-0.2651,"***",2020-08-11
"4801","log.new_cases.per1M","(Intercept)",-1.6428,2.3535,1066,-0.6981,0.4853,0,"",2020-08-12
"4802","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0301,0.0439,1066,-0.6866,0.4925,-0.0286,"",2020-08-12
"4803","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1568,0.0545,1066,-2.8774,0.0041,-0.1603,"**",2020-08-12
"4804","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3862,0.0426,1066,9.0703,0,0.2241,"***",2020-08-12
"4805","log.new_cases.per1M","l1.log.new_cases.per1M",0.7966,0.0181,1066,44.0952,0,0.7929,"***",2020-08-12
"4806","log.new_cases.per1M","weekend",-0.0983,0.0319,1066,-3.0783,0.0021,-0.0449,"**",2020-08-12
"4807","log.new_cases.per1M","rwi",0.0601,0.3489,5,0.1723,0.87,0.0145,"",2020-08-12
"4808","log.new_cases.per1M","X65p_pct",4.5767,8.021,5,0.5706,0.593,0.036,"",2020-08-12
"4809","log.new_cases.per1M","M_pct",-0.5139,4.4664,5,-0.1151,0.9129,-0.0078,"",2020-08-12
"4810","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.4125,3.6291,1050,-2.0425,0.0413,0,"*",2020-08-12
"4811","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1445,0.0231,1050,6.2655,0,0.074,"***",2020-08-12
"4812","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.432,0.0289,1050,14.9534,0,0.4325,"***",2020-08-12
"4813","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7806,0.4101,21,-1.9035,0.0708,-0.1987,"",2020-08-12
"4814","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.4423,12.6903,21,-1.3745,0.1838,-0.1446,"",2020-08-12
"4815","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.5352,6.7159,21,3.2066,0.0042,0.3446,"**",2020-08-12
"4816","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0786,0.0181,1050,-4.3527,0,-0.0382,"***",2020-08-12
"4817","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.864,1.3576,1050,4.3195,0,0,"***",2020-08-12
"4818","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0402,0.0196,1050,2.0452,0.0411,0.0248,"*",2020-08-12
"4819","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4424,0.028,1050,15.8162,0,0.4422,"***",2020-08-12
"4820","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3661,0.1911,21,12.3798,0,0.5583,"***",2020-08-12
"4821","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.272,4.6507,21,-0.0585,0.9539,-0.0021,"",2020-08-12
"4822","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.408,2.4591,21,-3.0125,0.0066,-0.1099,"**",2020-08-12
"4823","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0673,0.0166,1050,-4.0499,1e-04,-0.0301,"***",2020-08-12
"4824","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.4249,0.6422,1050,3.7759,2e-04,0,"***",2020-08-12
"4825","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0076,0.0203,1050,0.3749,0.7078,0.009,"",2020-08-12
"4826","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4977,0.0228,1050,21.8101,0,0.498,"***",2020-08-12
"4827","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8905,0.0817,21,10.9023,0,0.3702,"***",2020-08-12
"4828","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.7632,2.2303,21,1.6873,0.1063,0.051,"",2020-08-12
"4829","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9388,1.1584,21,2.537,0.0192,0.0768,"*",2020-08-12
"4830","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3335,0.0176,1050,-18.9276,0,-0.2624,"***",2020-08-12
"4831","log.new_cases.per1M","(Intercept)",-1.552,2.3309,1066,-0.6658,0.5057,0,"",2020-08-13
"4832","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0293,0.0438,1066,-0.668,0.5043,-0.0275,"",2020-08-13
"4833","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1572,0.0544,1066,-2.8905,0.0039,-0.16,"**",2020-08-13
"4834","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3843,0.0427,1066,9.0083,0,0.2217,"***",2020-08-13
"4835","log.new_cases.per1M","l1.log.new_cases.per1M",0.8014,0.0179,1066,44.8286,0,0.7976,"***",2020-08-13
"4836","log.new_cases.per1M","weekend",-0.1021,0.0319,1066,-3.2024,0.0014,-0.0464,"**",2020-08-13
"4837","log.new_cases.per1M","rwi",0.0708,0.3468,5,0.204,0.8464,0.017,"",2020-08-13
"4838","log.new_cases.per1M","X65p_pct",4.8759,7.9452,5,0.6137,0.5663,0.0381,"",2020-08-13
"4839","log.new_cases.per1M","M_pct",-0.7397,4.424,5,-0.1672,0.8738,-0.0112,"",2020-08-13
"4840","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.2155,3.6133,1050,-1.9969,0.0461,0,"*",2020-08-13
"4841","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1445,0.023,1050,6.2774,0,0.072,"***",2020-08-13
"4842","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4321,0.0288,1050,14.9772,0,0.4334,"***",2020-08-13
"4843","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7784,0.4083,21,-1.9068,0.0703,-0.1987,"",2020-08-13
"4844","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.4735,12.6346,21,-1.383,0.1812,-0.1453,"",2020-08-13
"4845","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.144,6.6872,21,3.1619,0.0047,0.3394,"**",2020-08-13
"4846","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0734,0.0181,1050,-4.0621,1e-04,-0.0354,"***",2020-08-13
"4847","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8364,1.3592,1050,4.2939,0,0,"***",2020-08-13
"4848","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0445,0.0197,1050,2.257,0.0242,0.027,"*",2020-08-13
"4849","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4429,0.028,1050,15.8019,0,0.4427,"***",2020-08-13
"4850","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3657,0.1914,21,12.3577,0,0.558,"***",2020-08-13
"4851","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.1187,4.6573,21,-0.0255,0.9799,-9e-04,"",2020-08-13
"4852","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4054,2.4624,21,-3.0074,0.0067,-0.1098,"**",2020-08-13
"4853","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0696,0.0167,1050,-4.1731,0,-0.031,"***",2020-08-13
"4854","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.4186,0.6477,1050,3.7338,2e-04,0,"***",2020-08-13
"4855","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0124,0.02,1050,0.618,0.5367,0.0148,"",2020-08-13
"4856","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4943,0.0228,1050,21.6509,0,0.4948,"***",2020-08-13
"4857","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8979,0.0823,21,10.914,0,0.3737,"***",2020-08-13
"4858","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.8412,2.2504,21,1.7069,0.1026,0.0521,"",2020-08-13
"4859","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9561,1.1692,21,2.5284,0.0195,0.0774,"*",2020-08-13
"4860","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3327,0.0176,1050,-18.8532,0,-0.2621,"***",2020-08-13
"4861","log.new_cases.per1M","(Intercept)",-1.4075,2.2829,1066,-0.6165,0.5377,0,"",2020-08-14
"4862","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0322,0.0436,1066,-0.7385,0.4604,-0.0301,"",2020-08-14
"4863","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1623,0.0542,1066,-2.9944,0.0028,-0.1646,"**",2020-08-14
"4864","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3714,0.0427,1066,8.6975,0,0.2132,"***",2020-08-14
"4865","log.new_cases.per1M","l1.log.new_cases.per1M",0.8064,0.0177,1066,45.6556,0,0.8034,"***",2020-08-14
"4866","log.new_cases.per1M","weekend",-0.0992,0.0318,1066,-3.1242,0.0018,-0.0449,"**",2020-08-14
"4867","log.new_cases.per1M","rwi",0.1091,0.3424,5,0.3187,0.7628,0.0261,"",2020-08-14
"4868","log.new_cases.per1M","X65p_pct",4.5194,7.7788,5,0.581,0.5864,0.0352,"",2020-08-14
"4869","log.new_cases.per1M","M_pct",-0.7458,4.3352,5,-0.172,0.8702,-0.0112,"",2020-08-14
"4870","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.1007,3.6339,1050,-1.954,0.051,0,"",2020-08-14
"4871","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1421,0.0232,1050,6.1257,0,0.0691,"***",2020-08-14
"4872","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4306,0.0288,1050,14.9348,0,0.4314,"***",2020-08-14
"4873","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.8105,0.4106,21,-1.9739,0.0617,-0.2073,"",2020-08-14
"4874","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.9574,12.7087,21,-1.413,0.1723,-0.1496,"",2020-08-14
"4875","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0111,6.7237,21,3.1249,0.0051,0.3379,"**",2020-08-14
"4876","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0724,0.018,1050,-4.0146,1e-04,-0.0351,"***",2020-08-14
"4877","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8366,1.361,1050,4.2885,0,0,"***",2020-08-14
"4878","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0456,0.0197,1050,2.3145,0.0208,0.0275,"*",2020-08-14
"4879","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4427,0.0281,1050,15.7702,0,0.4426,"***",2020-08-14
"4880","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3662,0.1918,21,12.3389,0,0.558,"***",2020-08-14
"4881","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.0765,4.6643,21,-0.0164,0.9871,-6e-04,"",2020-08-14
"4882","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4172,2.4658,21,-3.008,0.0067,-0.11,"**",2020-08-14
"4883","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0701,0.0167,1050,-4.1924,0,-0.0313,"***",2020-08-14
"4884","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.4188,0.6481,1050,3.7324,2e-04,0,"***",2020-08-14
"4885","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0123,0.02,1050,0.6131,0.54,0.0145,"",2020-08-14
"4886","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4939,0.0229,1050,21.5985,0,0.4944,"***",2020-08-14
"4887","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8987,0.0823,21,10.9154,0,0.3745,"***",2020-08-14
"4888","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",3.844,2.2513,21,1.7075,0.1025,0.0522,"",2020-08-14
"4889","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9616,1.1696,21,2.5321,0.0194,0.0776,"*",2020-08-14
"4890","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3323,0.0177,1050,-18.7914,0,-0.262,"***",2020-08-14
"4891","log.new_cases.per1M","(Intercept)",-1.2319,2.2687,1066,-0.543,0.5872,0,"",2020-08-15
"4892","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0257,0.0435,1066,-0.5921,0.5539,-0.0241,"",2020-08-15
"4893","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1689,0.0541,1066,-3.1222,0.0018,-0.1716,"**",2020-08-15
"4894","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3618,0.0427,1066,8.467,0,0.2077,"***",2020-08-15
"4895","log.new_cases.per1M","l1.log.new_cases.per1M",0.8046,0.0175,1066,45.8992,0,0.8054,"***",2020-08-15
"4896","log.new_cases.per1M","weekend",-0.0851,0.0315,1066,-2.6996,0.0071,-0.0389,"**",2020-08-15
"4897","log.new_cases.per1M","rwi",0.168,0.3413,5,0.4922,0.6434,0.0402,"",2020-08-15
"4898","log.new_cases.per1M","X65p_pct",5.017,7.7291,5,0.6491,0.5449,0.0391,"",2020-08-15
"4899","log.new_cases.per1M","M_pct",-1.015,4.3076,5,-0.2356,0.8231,-0.0153,"",2020-08-15
"4900","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.1442,3.5647,1050,-2.0041,0.0453,0,"*",2020-08-15
"4901","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1439,0.0232,1050,6.2045,0,0.0692,"***",2020-08-15
"4902","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4367,0.0289,1050,15.1336,0,0.4372,"***",2020-08-15
"4903","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7905,0.4029,21,-1.9617,0.0632,-0.2024,"",2020-08-15
"4904","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.2596,12.4689,21,-1.3842,0.1808,-0.144,"",2020-08-15
"4905","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.9493,6.5972,21,3.1755,0.0046,0.3373,"**",2020-08-15
"4906","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0762,0.018,1050,-4.2208,0,-0.0369,"***",2020-08-15
"4907","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8799,1.3622,1050,4.3164,0,0,"***",2020-08-15
"4908","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0447,0.0197,1050,2.2674,0.0236,0.0267,"*",2020-08-15
"4909","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4426,0.0281,1050,15.7622,0,0.4424,"***",2020-08-15
"4910","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3675,0.1919,21,12.3366,0,0.558,"***",2020-08-15
"4911","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.1758,4.6688,21,-0.0377,0.9703,-0.0013,"",2020-08-15
"4912","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4865,2.4682,21,-3.0332,0.0063,-0.111,"**",2020-08-15
"4913","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0696,0.0168,1050,-4.1558,0,-0.0311,"***",2020-08-15
"4914","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.4264,0.6511,1050,3.7264,2e-04,0,"***",2020-08-15
"4915","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0121,0.0201,1050,0.6018,0.5475,0.0142,"",2020-08-15
"4916","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4926,0.0229,1050,21.5093,0,0.4932,"***",2020-08-15
"4917","l22.log.admin2_inbound_trip_count.per1M","rwi",0.9013,0.0827,21,10.9028,0,0.376,"***",2020-08-15
